Iteration,Basic-Block,gen[B],kill[B],in[B],out[B]
9,B32,"['D43', 'D44', 'D45']",[],"['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D43', 'D44', 'D45', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']"
9,B33,['D75'],"['D12', 'D13', 'D39', 'D4', 'D40', 'D46', 'D47', 'D5', 'D74']","['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D50', 'D6', 'D7', 'D75', 'D8', 'D9']"
9,B34,[],[],"['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']"
9,B35,[],[],"['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']"
9,B36,"['D41', 'D42']",[],"['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']"
9,B37,[],[],"['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']"
9,B38,[],[],"['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']"
9,B39,[],[],"['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']"
9,B40,[],[],"['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']"
9,B41,[],[],"['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']"
9,B42,[],[],"['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']"
9,B43,[],[],"['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']"
9,B44,['D74'],"['D12', 'D13', 'D39', 'D4', 'D40', 'D46', 'D47', 'D5', 'D75']","['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D43', 'D44', 'D45', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D43', 'D44', 'D45', 'D49', 'D50', 'D6', 'D7', 'D74', 'D8', 'D9']"
9,B45,[],[],"['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D51', 'D52', 'D53', 'D54', 'D55', 'D56', 'D57', 'D58', 'D59', 'D6', 'D60', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D69', 'D7', 'D70', 'D71', 'D72', 'D73', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D51', 'D52', 'D53', 'D54', 'D55', 'D56', 'D57', 'D58', 'D59', 'D6', 'D60', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D69', 'D7', 'D70', 'D71', 'D72', 'D73', 'D74', 'D75', 'D8', 'D9']"
9,B46,[],[],"['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D51', 'D52', 'D53', 'D54', 'D55', 'D56', 'D57', 'D58', 'D59', 'D6', 'D60', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D69', 'D7', 'D70', 'D71', 'D72', 'D73', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D51', 'D52', 'D53', 'D54', 'D55', 'D56', 'D57', 'D58', 'D59', 'D6', 'D60', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D69', 'D7', 'D70', 'D71', 'D72', 'D73', 'D74', 'D75', 'D8', 'D9']"
9,B47,['D75'],"['D12', 'D13', 'D39', 'D4', 'D40', 'D46', 'D47', 'D5', 'D74']","['D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D51', 'D52', 'D53', 'D54', 'D55', 'D56', 'D57', 'D58', 'D59', 'D6', 'D60', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D69', 'D7', 'D70', 'D71', 'D72', 'D73', 'D74', 'D75', 'D8', 'D9']","['D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D51', 'D52', 'D53', 'D54', 'D55', 'D56', 'D57', 'D58', 'D59', 'D6', 'D60', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D69', 'D7', 'D70', 'D71', 'D72', 'D73', 'D75', 'D8', 'D9']"
9,B48,['D48'],['D60'],"['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D51', 'D52', 'D53', 'D54', 'D55', 'D56', 'D57', 'D58', 'D59', 'D6', 'D60', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D69', 'D7', 'D70', 'D71', 'D72', 'D73', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D51', 'D52', 'D53', 'D54', 'D55', 'D56', 'D57', 'D58', 'D59', 'D6', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D69', 'D7', 'D70', 'D71', 'D72', 'D73', 'D74', 'D75', 'D8', 'D9']"
9,B49,['D49'],"['D15', 'D16', 'D50']","['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D51', 'D52', 'D53', 'D54', 'D55', 'D56', 'D57', 'D58', 'D59', 'D6', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D69', 'D7', 'D70', 'D71', 'D72', 'D73', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D43', 'D44', 'D45', 'D48', 'D49', 'D51', 'D52', 'D53', 'D54', 'D55', 'D56', 'D57', 'D58', 'D59', 'D6', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D69', 'D7', 'D70', 'D71', 'D72', 'D73', 'D74', 'D75', 'D8', 'D9']"
9,B50,[],[],"['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D51', 'D52', 'D53', 'D54', 'D55', 'D56', 'D57', 'D58', 'D59', 'D6', 'D60', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D69', 'D7', 'D70', 'D71', 'D72', 'D73', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D51', 'D52', 'D53', 'D54', 'D55', 'D56', 'D57', 'D58', 'D59', 'D6', 'D60', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D69', 'D7', 'D70', 'D71', 'D72', 'D73', 'D74', 'D75', 'D8', 'D9']"
9,B51,"['D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D69']","['D70', 'D71']","['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D51', 'D52', 'D53', 'D54', 'D55', 'D56', 'D57', 'D58', 'D59', 'D6', 'D60', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D69', 'D7', 'D70', 'D71', 'D72', 'D73', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D51', 'D52', 'D53', 'D54', 'D55', 'D56', 'D57', 'D58', 'D59', 'D6', 'D60', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D69', 'D7', 'D72', 'D73', 'D74', 'D75', 'D8', 'D9']"
9,B52,['D50'],"['D15', 'D16', 'D49']","['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D43', 'D44', 'D45', 'D49', 'D50', 'D51', 'D52', 'D53', 'D54', 'D55', 'D56', 'D57', 'D58', 'D59', 'D6', 'D60', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D69', 'D7', 'D70', 'D71', 'D72', 'D73', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D43', 'D44', 'D45', 'D50', 'D51', 'D52', 'D53', 'D54', 'D55', 'D56', 'D57', 'D58', 'D59', 'D6', 'D60', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D69', 'D7', 'D70', 'D71', 'D72', 'D73', 'D74', 'D75', 'D8', 'D9']"
9,B53,"['D51', 'D52', 'D53', 'D54', 'D55', 'D56', 'D57', 'D58', 'D59', 'D60']",['D48'],"['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D51', 'D52', 'D53', 'D54', 'D55', 'D56', 'D57', 'D58', 'D59', 'D6', 'D60', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D69', 'D7', 'D70', 'D71', 'D72', 'D73', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D43', 'D44', 'D45', 'D49', 'D50', 'D51', 'D52', 'D53', 'D54', 'D55', 'D56', 'D57', 'D58', 'D59', 'D6', 'D60', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D69', 'D7', 'D70', 'D71', 'D72', 'D73', 'D74', 'D75', 'D8', 'D9']"
9,B54,[],[],"['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D51', 'D52', 'D53', 'D54', 'D55', 'D56', 'D57', 'D58', 'D59', 'D6', 'D60', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D69', 'D7', 'D72', 'D73', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D51', 'D52', 'D53', 'D54', 'D55', 'D56', 'D57', 'D58', 'D59', 'D6', 'D60', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D69', 'D7', 'D72', 'D73', 'D74', 'D75', 'D8', 'D9']"
9,B55,['D70'],['D68'],"['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D51', 'D52', 'D53', 'D54', 'D55', 'D56', 'D57', 'D58', 'D59', 'D6', 'D60', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D69', 'D7', 'D72', 'D73', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D51', 'D52', 'D53', 'D54', 'D55', 'D56', 'D57', 'D58', 'D59', 'D6', 'D60', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D69', 'D7', 'D70', 'D72', 'D73', 'D74', 'D75', 'D8', 'D9']"
9,B56,[],[],"['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D51', 'D52', 'D53', 'D54', 'D55', 'D56', 'D57', 'D58', 'D59', 'D6', 'D60', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D69', 'D7', 'D70', 'D72', 'D73', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D51', 'D52', 'D53', 'D54', 'D55', 'D56', 'D57', 'D58', 'D59', 'D6', 'D60', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D69', 'D7', 'D70', 'D72', 'D73', 'D74', 'D75', 'D8', 'D9']"
9,B57,['D71'],['D69'],"['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D51', 'D52', 'D53', 'D54', 'D55', 'D56', 'D57', 'D58', 'D59', 'D6', 'D60', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D69', 'D7', 'D70', 'D72', 'D73', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D51', 'D52', 'D53', 'D54', 'D55', 'D56', 'D57', 'D58', 'D59', 'D6', 'D60', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D7', 'D70', 'D71', 'D72', 'D73', 'D74', 'D75', 'D8', 'D9']"
